seg_id,Subject_ID,PCC,MAE,RMSE
0,25,0.6061147158747752,0.09951447940489742,0.14543542465895534
1,25,0.6147950342745673,0.10290724242164288,0.14820683986873456
2,25,0.618866816765941,0.09805768514284864,0.14466252343044456
3,25,0.6490376126872668,0.08737870469340123,0.1351648488976666
4,25,0.6674814411319944,0.08517905568121932,0.13219998337170558
5,25,0.6834682896697847,0.08643289364525117,0.13207169218991777
6,25,0.6757235529311308,0.08654997162288054,0.13117295004198126
7,25,0.6775589371682276,0.08587762983283027,0.12997709303072136
8,25,0.6462182719825751,0.08473021396668629,0.1320598118159214
9,25,0.6739482144236864,0.08937049826141447,0.13436626566652823
10,25,0.6745827453892255,0.08952732022327836,0.13568809616004196
11,25,0.6707271634703263,0.09195098177937325,0.1381876651522361
12,25,0.670146863385632,0.09165694913535845,0.13808064187210445
13,25,0.6696607461657167,0.09500660936406348,0.14040913348222028
14,25,0.6635730967647406,0.09258867685566656,0.1388032645439977
15,25,0.6941669889763764,0.08324289611366112,0.1304820418823779
16,25,0.7154589510267473,0.08018221201898995,0.12460085973386856
17,25,0.6904496886137097,0.10383081671083345,0.14493600464955722
18,25,0.6617842223313158,0.09745076346676797,0.13977473950829464
19,25,0.6604145135268448,0.09793077169917525,0.14085499447514757
20,25,0.6526581574042715,0.10378257016069256,0.14684645698758164
21,25,0.6496069572262744,0.09531070503755473,0.13883700635859392
22,25,0.6118503055677942,0.09539046877413057,0.14256768427212332
23,25,0.6079592718271438,0.0975863392301835,0.14452651417117093
24,25,0.5932233641665139,0.10267372704809531,0.15038831012848938
25,25,0.5753468854093311,0.09679770500632003,0.1469999104902409
26,25,0.5351424281932082,0.09542913152836263,0.14984421954311308
27,25,0.5730213738874128,0.09660123857145664,0.1488612108095756
28,25,0.5776746981416154,0.09598819182428997,0.1474389887043315
29,25,0.5813873779857147,0.09505064700206275,0.14592078351712423
30,25,0.620379899765601,0.08519238448672695,0.13562632758267015
31,25,0.6646780604334808,0.08026851023867493,0.13033966080164452
32,25,0.6482170717855836,0.0813246068789158,0.1313570181038214
33,25,0.6915528414063068,0.08034751784987748,0.12707249200876525
34,25,0.6716701853276155,0.0798120908101555,0.12692979516072989
35,25,0.6714110491645449,0.07351159043668304,0.12337177462535565
36,25,0.6255175342303643,0.08689524300280027,0.1381044681213111
37,25,0.6293527596674887,0.09033407603972592,0.14013537816480964
38,25,0.6599494417671555,0.08537376467254944,0.1344872523254272
39,25,0.6512014017299795,0.08741895365412347,0.13649303503269633
40,25,0.6555881504656265,0.08739016830921173,0.13632690385811297
41,25,0.6595824781488845,0.08351620178520534,0.13238917004467504
42,25,0.68529627424207,0.0824381245657787,0.12876678236816663
43,25,0.6911580721134969,0.08100643042791489,0.12642045573056288
44,25,0.6686106185750222,0.0822757891495712,0.12779176508060017
45,25,0.6285355790783103,0.08407869846792891,0.1325682252552674
46,25,0.6703834956164626,0.09450590120977723,0.13586585991184194
47,25,0.6485833019071618,0.08532681509503164,0.12957155862921832
48,25,0.6479954317802054,0.08990618054638616,0.13376950999033638
49,25,0.6802314839243485,0.08636328958440571,0.12962466717195764
50,25,0.6389176071955641,0.08759936667745932,0.1348659918183485
51,25,0.6399531410299827,0.08733671297552065,0.13657064863350366
52,25,0.6413758358805314,0.08585268905619159,0.13373197580168325
53,25,0.6521896066329391,0.08506229915132281,0.13194111184999718
54,25,0.6649052759870684,0.08231384485960007,0.12820159443905543
55,25,0.6636201269434169,0.08758886997122317,0.13225899006070677
56,25,0.6276146919114646,0.107183380916249,0.14957730534327132
57,25,0.6611625948918639,0.09456794949597679,0.1379934446442819
58,25,0.6210804923819542,0.09958529275492765,0.14538612552982455
59,25,0.6126527156254885,0.10263338212971576,0.148583966583198
60,25,0.636449775566752,0.10599647032096982,0.15008780274105438
61,25,0.635734144605098,0.1043987389613676,0.14873528970859085
62,25,0.6474532313964682,0.10096249895466372,0.14469342915391364
63,25,0.6244395425108501,0.09502911669265358,0.1427298475754766
64,25,0.6778670615675755,0.08409372707892089,0.13171524357305323
65,25,0.5742144447629183,0.09940532677113424,0.15154830697232985
66,25,0.6529443789774703,0.09242524618869993,0.13852116408187273
67,25,0.6629404347983285,0.08881915763877714,0.13311061766915708
68,25,0.7037632083519503,0.08068062558915699,0.12291851396471673
69,25,0.6916510554722834,0.07745489532157081,0.12232389837069738
70,25,0.7073448759343987,0.07687582688318799,0.12334625749034155
71,25,0.6833007106103917,0.08364394649310271,0.12807310971416233
72,25,0.6889607857772401,0.08347462980891578,0.1283252794633293
73,25,0.7197089730573564,0.07608172298469071,0.12065208058183845
74,25,0.6906426842595625,0.07621089103253326,0.12224660831915037
75,25,0.6486630150633147,0.08286507696699118,0.13040403407216647
76,25,0.6247383577014792,0.09022372125269612,0.14014198008787154
77,25,0.6269599623745005,0.08620988728711382,0.1359836206342942
78,25,0.598147523764883,0.09192013823252637,0.14235189928762396
79,25,0.5727109725365085,0.09361149573524016,0.1467025559896346
80,25,0.5729402516038422,0.09363454539852682,0.1459190736133904
81,25,0.6080126015822758,0.0892405998922186,0.1401030618387222
82,25,0.6019988953972033,0.08937987292767502,0.1406836138326723
83,25,0.5932983374207902,0.09178676619427278,0.144518374330645
84,25,0.5660841184687878,0.08703710386529565,0.14179040348061958
85,25,0.6135931326815984,0.09393606840167194,0.14553648672101924
86,25,0.5970459515665727,0.09365044467907864,0.14514751511262297
87,25,0.6464336518113253,0.08534065784479025,0.1328137646169346
88,25,0.6392341626385128,0.08563051020784769,0.13385353060703967
89,25,0.6371887700380834,0.08856631328962976,0.13819604778411743
90,25,0.6365303947946069,0.08637212542846101,0.13641009364952375
91,25,0.6488549044813099,0.09088772518676706,0.13916362541348992
92,25,0.6323234550267234,0.07805998568539507,0.12993377130705985
93,25,0.6539968053828674,0.08094118507404346,0.12991250278924402
94,25,0.6303492437090206,0.08200702090573031,0.131791740527767
95,25,0.6337322207066854,0.07868206255428958,0.128338398944435
96,25,0.6412664016742399,0.0768226166657405,0.12561192187965994
97,25,0.6436116641674567,0.07652688065543771,0.12607268064432905
98,25,0.6797308519581048,0.07149661318340804,0.1200672299594237
99,25,0.6387545604655319,0.0839333484659437,0.13177567007259958
100,25,0.6763623244780691,0.08432121432240819,0.1309389218582915
101,25,0.7306841585698562,0.0961162298740237,0.1365405090145102
102,25,0.7271153510944206,0.0957147745214752,0.1363709008161436
103,25,0.7195225383588246,0.09847569374222076,0.1400589054613265
104,25,0.7170699833581217,0.09573537004966055,0.13656840315333538
105,25,0.7176407804363174,0.09621132593456423,0.13657589259839356
106,25,0.7213627777073681,0.09266909740836127,0.13366362816183525
107,25,0.732295487470459,0.08975428173027467,0.1284304533703414
108,25,0.6909426281036998,0.09798925135983154,0.13952690743159393
109,25,0.6728570871356117,0.09493679962819442,0.1389996895918472
110,25,0.6725023788306665,0.09576082490384578,0.14040531280958177
111,25,0.6703172327240536,0.09823151256307028,0.14278428745025668
112,25,0.662931846185889,0.09799136806861497,0.14283212325579625
113,25,0.6865450056256834,0.0945388987509068,0.1387380094961712
114,25,0.6875718502956648,0.09419963198830374,0.13732031384306856
115,25,0.7085838561531018,0.08772131867706776,0.1313752481037068
116,25,0.7421326429782727,0.07345962224586401,0.11727063017671603
117,25,0.7133836026332256,0.08112449713691604,0.1253370730716846
118,25,0.6982237573051366,0.0846536741455202,0.13010955090166146
119,25,0.6738444891991481,0.09580713288392871,0.13898141992919422
120,25,0.6804354419663406,0.09566934158181539,0.13863059581056716
121,25,0.6628333422270984,0.10621083206962795,0.14883493073964613
122,25,0.6079478832480002,0.11328949447022751,0.15922712713356224
123,25,0.6066506353386999,0.10965701555600389,0.15690436496349577
124,25,0.5931431520280825,0.10872842093696818,0.15748106666482875
125,25,0.5339129347048129,0.11188865854637697,0.16251672402200604
126,25,0.6339838134361405,0.11047933371039108,0.15332746754343562
127,25,0.6298618365763363,0.11031525996048003,0.15218358277212082
128,25,0.6463389767635589,0.09917159735690802,0.14180872344907713
129,25,0.6906937755223739,0.08981305294611958,0.134209679168098
130,25,0.6593375672440203,0.09080310349585488,0.13605928202257297
131,25,0.6136703019210685,0.10843486947997008,0.15271022889100888
132,25,0.6628238476805457,0.10098092319269199,0.14254271900059268
133,25,0.7197107677116098,0.0850389035657281,0.1254022408795214
134,25,0.7226700454352166,0.07602363904588856,0.11857793945106287
135,25,0.6852687757360166,0.08649460238288156,0.13146027072809693
136,25,0.6469554770672575,0.0971265495091211,0.14195372889743357
137,25,0.6434223077918917,0.09029163671541028,0.1361825421662305
138,25,0.6431124272852924,0.08387545760138891,0.13329196363437099
139,25,0.6310834568143178,0.09874087191652507,0.14683560173589896
140,25,0.6028059382583382,0.09969986245851033,0.15007783049419202
141,25,0.6100671598448804,0.10074921780615113,0.15048842735724022
142,25,0.6011486814870961,0.10505953715881333,0.15389915044339184
143,25,0.6588997392179263,0.11537906157900579,0.15765131837305538
144,25,0.6638621847570941,0.11897706527612172,0.16068184554856896
145,25,0.6736274083399444,0.11677388531039469,0.15771876400276194
146,25,0.7218714611650097,0.11102784278220497,0.14855512375549204
147,25,0.726851606851697,0.09579812223557382,0.13444389927783595
148,25,0.7102979158639459,0.09707548187114298,0.13761386717060836
149,25,0.7105741521342711,0.09957438787154388,0.1393348686399066
150,25,0.6973342534642277,0.09771832012746018,0.13921349867768348
151,25,0.6891077775113115,0.10133567098993808,0.1428264591814822
152,25,0.678523483437913,0.09112739462638274,0.13579335412049182
153,25,0.6744216732204185,0.09005862741847523,0.13662480020539242
154,25,0.6804533022815974,0.10558159513515421,0.14774741598080265
155,25,0.6708627812587004,0.11076592252822592,0.1519070330637939
156,25,0.7115584889652024,0.10755506358691491,0.14543806007679705
157,25,0.5461807312333956,0.11301285213790833,0.161582502537649
158,25,0.6693029711650315,0.10103347519063391,0.1429332899395632
159,25,0.7527746193112969,0.10256615511723793,0.13832163827257962
160,25,0.6991144197616661,0.10666985856252723,0.14473857992453776
161,25,0.7258713802336305,0.09703545168507845,0.13616126009446153
162,25,0.6960127517215113,0.09065253829292487,0.13429684040130838
163,25,0.6717878112955414,0.09003464537498075,0.13617473890258597
164,25,0.6558924799883292,0.0880593070696341,0.13689356799180322
165,25,0.6413313396483887,0.09523131935144193,0.14361492385649008
166,25,0.6595086608777526,0.09626037887734128,0.1420001431486389
167,25,0.6496689539140007,0.09644069714093348,0.14164781393452142
168,25,0.6506087168021752,0.09555729790910845,0.1404897064678405
169,25,0.6579456614762319,0.10482055710919667,0.1477683206711405
170,25,0.614255048881769,0.09425249805935891,0.14392794292002822
171,25,0.6020381846037733,0.10032877176505281,0.15072069310379022
172,25,0.664020295732706,0.10035399507498369,0.14646010043008534
173,25,0.6340241914611813,0.11179956614621915,0.15676023716530177
174,25,0.6293839307337865,0.11204166253912262,0.15717564189194766
175,25,0.6340949417054098,0.10901498419581912,0.15516300443446687
176,25,0.6396157502064131,0.10713196646771393,0.1540601438600001
177,25,0.6439233517484554,0.10553948824643157,0.1529034278175015
178,25,0.6618500274472698,0.09927702349494211,0.1455910371451301
179,25,0.6518691620519961,0.10266081936308183,0.15055012256857164
180,25,0.6560754723210858,0.10281599304580595,0.15128228695655882
181,25,0.6892223355400885,0.08281614461011486,0.13067083986056618
182,25,0.6598390602640146,0.08538513612846145,0.13477573979702015
183,25,0.6063999464764791,0.08666548214998329,0.12774778180695853
184,25,0.6068637944751989,0.08657327631401131,0.1254807072138846
185,25,0.6213210328022163,0.07917592248879374,0.11992842099619971
186,25,0.5784918125415266,0.08909638138517038,0.1294388444890832
187,25,0.5605412817729334,0.08288645184977213,0.13453643561512788
188,25,0.5769178902831993,0.08363271346199326,0.13627053013985044
189,25,0.5765146890318287,0.08702040278119966,0.14041051140560773
190,25,0.6058179433433123,0.1048145010215103,0.15438813456845354
191,25,0.5806733255777852,0.1056814705659508,0.15868873826218838
192,25,0.5678075849755272,0.11132178306671449,0.16327232657285573
193,25,0.5628012479518216,0.12342793356455331,0.17265083674425735
194,25,0.5964917757586923,0.09624352298854319,0.15178437499452915
195,25,0.6125328642035007,0.09701930333619202,0.1504798249496152
196,25,0.6406910187025693,0.09902532366540981,0.14946888446274664
197,25,0.6475306848138072,0.09512798034818842,0.1461277433319686
198,25,0.6891677485446925,0.09059958685189486,0.13890770271841973
199,25,0.6833201435910639,0.09272845626226627,0.13994269781504975
200,25,0.6575745480908776,0.09615032847606926,0.14418960252772547
201,25,0.6121011195020889,0.10205064835361555,0.15399073889653414
202,25,0.6478932648155267,0.0921219845005544,0.14071166432706467
203,25,0.6190759451161483,0.09192492609930923,0.1425174984107671
204,25,0.628316858109733,0.09498165177297778,0.14467929411192154
205,25,0.601206561845911,0.09139642623718829,0.14395534823583986
206,25,0.6161768613029497,0.09556022486067377,0.14757210305103838
207,25,0.6124382836357894,0.09272677351851598,0.14668719116629997
208,25,0.5428493993045886,0.09988689740814152,0.15612389039944846
209,25,0.5809036362614668,0.09848354495396051,0.15223531234858823
210,25,0.609203921939338,0.08933633330954763,0.14391788147970352
211,25,0.6043030578402263,0.09383019321903703,0.14824447546258734
212,25,0.5888575233721993,0.10484427603383666,0.15707646863969765
213,25,0.5757179130799966,0.10640289246293833,0.15784476533282205
214,25,0.5361031403564446,0.10966314935780247,0.16194329703084143
215,25,0.4957908428096952,0.12252176680209231,0.17387990057311856
216,25,0.4961898125820718,0.12674004649525158,0.17710034823207652
217,25,0.5059926261962213,0.12737662583640486,0.17473912070344974
218,25,0.5519699259988666,0.13062158289947548,0.17465779887419022
219,25,0.5424662783129642,0.11813382848369657,0.1650451015558091
220,25,0.5772278685609249,0.10230811191810062,0.14947584666250446
221,25,0.5864226899305328,0.10273201636679005,0.15295461668643984
222,25,0.621860819285353,0.0948971708692261,0.14715041297784123
223,25,0.6774319883327912,0.08055283398047322,0.13072396705177197
224,25,0.6472503771826751,0.0829831675105379,0.134454813820479
225,25,0.6473440217534273,0.09455695782700786,0.14439340699551823
226,25,0.6650968474447201,0.0869425857407623,0.1358578542759902
227,25,0.6920187976509443,0.08154828675586032,0.13116902994089502
228,25,0.6797913652039014,0.0799090674307081,0.13129724443067234
229,25,0.6887420819801727,0.0726713445162568,0.12481460784621724
230,25,0.7117300215804623,0.07180038166667145,0.12122327811785495
231,25,0.7136578376292873,0.07208837055426556,0.1203388276209773
232,25,0.710987232323921,0.0733365941295051,0.12135893297724545
233,25,0.6580952478310264,0.08143252947687869,0.1299483885099022
234,25,0.6597822727309945,0.07838499291770859,0.12794935774544308
235,25,0.652435032859301,0.08871908137196442,0.13626264751896014
236,25,0.5966057502103703,0.09668278978875605,0.14765882989221726
237,25,0.5840339187985192,0.1046141358744353,0.15529945934670744
238,25,0.6594014533591918,0.09168260376667604,0.1383697216674076
239,25,0.6275614326997266,0.09482340699760243,0.1433598147816005
240,25,0.6553873482137756,0.09346644894802011,0.14038919769026706
241,25,0.671771987880855,0.08942643744696398,0.13681357885788845
242,25,0.6811010367358349,0.09182526472664904,0.13631960811447152
243,25,0.5673930089472361,0.11573941798356828,0.1623585763027299
244,25,0.6680657519193357,0.09987883821250762,0.1423879486065033
245,25,0.5863382583885502,0.1127870473600342,0.15606450281732281
246,25,0.574500851610029,0.1158728736350895,0.1607459171109947
247,25,0.5629334957329369,0.11071444094843173,0.15768570152775374
248,25,0.5562643334793357,0.10576169661617314,0.15479796052645736
249,25,0.5211647378674198,0.09945893943557166,0.15423716116238878
250,25,0.4713436183455143,0.10629740793388918,0.16367214926350424
251,25,0.47574280986178724,0.10540841715890564,0.16292922140220292
252,25,0.5130877612339815,0.10468233435880393,0.15734295359846248
253,25,0.5435852049785659,0.1011354973912239,0.15308908008992536
254,25,0.5519738831950606,0.09862087951856666,0.15025168432097763
255,25,0.6485002698438757,0.10269890837080312,0.14735575974302775
256,25,0.5993829003362924,0.10045653457462322,0.15012394064518522
257,25,0.6688331865227098,0.09792957633908372,0.14275943840565614
258,25,0.6458966425230372,0.09961577599111479,0.14523659516691498
259,25,0.6589752779357481,0.09612952097319066,0.141067973493097
260,25,0.6864919951554087,0.08959272442443762,0.13560451017432734
261,25,0.6917190421587648,0.10391127882583533,0.14719147213500985
262,25,0.6980457762346431,0.10936621951521375,0.15129607150429972
263,25,0.6901998549208684,0.09988148339558393,0.14374307110354473
264,25,0.7056820774133422,0.0967528354213573,0.13738183309219956
265,25,0.6943307965954264,0.09422911455272696,0.13596963610119317
266,25,0.6919688010259016,0.09608324483851902,0.136661824332168
267,25,0.6785004163305879,0.08768925280281109,0.1341931826475945
268,25,0.6766519685663849,0.07739589628065005,0.12535132916212013
269,25,0.6652169498117728,0.08446324369229842,0.13151585145679323
270,25,0.6249396940976355,0.09144800315436441,0.14016484604822735
271,25,0.6285290537889541,0.08945513115439098,0.13779565676096378
272,25,0.6124416580459366,0.09658727602858562,0.14565917259204908
273,25,0.6214100840394704,0.09426691438362468,0.14264019749122628
274,25,0.6117845533267942,0.09993268011428881,0.14730979441544675
275,25,0.5773320625242335,0.1047429914266104,0.15432632008897346
276,25,0.6095008043576231,0.09227537197846686,0.1437247571484816
277,25,0.6163078179840196,0.08471904614576488,0.13641382200463226
278,25,0.6092140277489978,0.08150972548050049,0.13442346260522822
279,25,0.600745552056169,0.07936906682341942,0.13192091620123336
280,25,0.6419684824608741,0.0740961926273303,0.1273671398704535
281,25,0.6412337024064417,0.07731636617158073,0.12959188810481204
282,25,0.6306244520009383,0.09709562233416363,0.14647672687157867
283,25,0.5902766471529177,0.10380294244969264,0.15300215014845606
284,25,0.6207694366443532,0.0810968526895158,0.13389882472601994
285,25,0.5589609716312891,0.10343162778764964,0.15536729886905704
286,25,0.5579006884235942,0.09994454076790134,0.15179017050501586
287,25,0.6049393214914336,0.09711558143419097,0.14570107722876932
288,25,0.669885735334601,0.08860093370778487,0.1329790264137287
289,25,0.6629909302715045,0.08799522585002706,0.1333245300959977
290,25,0.6541179969912481,0.08762600286281667,0.13610115223773017
291,25,0.6108879170357696,0.08868418096797541,0.1386408700785336
292,25,0.6347581715667587,0.08623915017582476,0.13620439986990085
293,25,0.6703355655778228,0.08028427446028218,0.12813313417490288
294,25,0.668443514705903,0.08344705399707891,0.13156677706229533
295,25,0.6357009633765545,0.08595657710364321,0.13714288309466294
296,25,0.6288498426130742,0.08691619858902414,0.13886757779254758
297,25,0.5783034545442653,0.09813937794358935,0.15108571950949015
298,25,0.5911598282032342,0.09958745797921438,0.1499717431319844
299,25,0.554492778344604,0.09956904678394495,0.1521288978951068
300,25,0.5798251587190194,0.10398731698922348,0.1530962538909937
301,25,0.6022298448863287,0.1004734770275536,0.14878123475625124
302,25,0.6361446525744319,0.09511361728626071,0.14348824489192646
303,25,0.6310521754378636,0.09983766410470707,0.14735911158758505
304,25,0.6373641992067994,0.09875354940391844,0.1464159443348092
305,25,0.6328615597249282,0.10083307396940654,0.14880634014502317
306,25,0.665615989542076,0.09421183177822968,0.14140901116486762
307,25,0.6662654152476676,0.10932603749795816,0.15189270991541098
308,25,0.6591070146258436,0.09993325918680057,0.14442867902043005
309,25,0.5775373479824017,0.09071504872757942,0.14184652500829065
310,25,0.5764325377325048,0.08726119432598352,0.1390408761294984
311,25,0.5540021557847761,0.08536135123227723,0.1375944640278065
312,25,0.5444707795174915,0.08595443962025456,0.1395272106286003
313,25,0.549300972386697,0.08720169658656232,0.1402968764630086
314,25,0.560276166247724,0.08508993749157526,0.1377137511467968
